shangpaishijian,licheng,biansu,zhouju,pailiang,mali,tianchuang1,tianchuang2,zhenpizuoyi,daocheyingxiang,daocheleida,GPS,zhongdashigu,waiguan_neishi,yuanjia,baojia,paifang,changshang,cheshen_type
36,9.11,1,2750,2.4,136,0,0,1,1,1,0,0,1,12.6,4.5,国四,江铃汽车,中型SUV
6,3.23,1,3050,1.5,109,0,0,0,0,0,0,0,1,6.8,3,国四,长安轻型车,轻客
36,14,1,2690,1.6,122,0,0,0,0,1,0,0,0,8.7,1.9,国四,东风风行,紧凑型SUV
17,2.07,0,2857,2,269,1,1,1,1,1,1,0,0,45.6,30,国五,上汽通用凯迪拉克,中型SUV
48,6.83,0,3014,3,245,1,1,1,1,1,1,0,0,72.3,24.5,国四,北京奔驰,中大型车
6,5.6,1,2570,2,129,0,0,0,0,0,0,0,1,7.9,5.8,国五,福田汽车,轻客
68,8.93,0,2630,2,139,1,0,1,0,0,0,0,0,20.5,6,国四,东风日产,紧凑型SUV
51,12.16,0,2914,2.8,204,1,0,1,0,1,1,0,1,79,30,国四,奥迪(进口),中大型车
12,2.52,0,2629,1.4,150,0,0,0,0,1,0,0,1,21.1,15,国五,一汽-大众奥迪,紧凑型车
24,0.28,0,2640,1.3,163,1,0,1,0,1,0,0,0,14.5,10.5,国五,上汽通用别克,紧凑型车
26,5.69,1,2600,1.6,124,1,0,0,0,1,1,0,1,10.4,5,国四,东风日产,小型车
9,2.26,1,2570,2,200,0,0,0,0,0,0,0,1,30.2,27.5,国五,丰田(进口),跑车
21,3.97,0,2715,1.6,163,1,0,1,0,1,1,0,0,20.1,11,国四,长安标致雪铁龙,紧凑型车
38,2.31,0,2465,1.4,86,0,0,0,0,0,0,0,1,9.9,4.8,国四,上汽斯柯达,小型车
1,2.07,0,2705,1.5,109,1,0,1,1,1,1,0,0,28.2,12.5,国五,上汽集团,紧凑型车
13,11.62,0,2960,-1,-1,0,0,0,1,1,1,0,0,88.7,46.5,-1,特斯拉,中大型车
17,1.22,0,2750,1.5,169,1,1,1,1,1,0,0,0,25.6,16.5,国五,上汽通用别克,中型SUV
17,4.92,0,2850,2.5,193,0,0,0,1,0,1,0,1,22.8,16,国五,一汽丰田,中型车
19,6.95,0,-1,2.5,-1,1,0,1,0,1,0,0,0,0,30,国五,-,-
36,7.31,0,3013,3,272,1,1,1,1,1,1,0,0,95.6,37.8,国四,奥迪(进口),中大型SUV
1,3.43,0,2706,2,150,1,1,1,1,0,0,0,1,22,16,国五,东风日产,紧凑型SUV
6,4.3,0,2895,3,333,1,0,1,1,1,1,0,0,114.8,80,国五,保时捷,中大型SUV
2,3.48,0,2807,2,237,1,1,1,1,1,0,0,1,60.6,49,国五,保时捷,中型SUV
51,5.55,0,2774,2,203,1,1,1,1,1,1,0,1,49.7,20.8,国四,沃尔沃(进口),中型SUV
14,8.31,0,2700,1.8,177,1,0,0,1,1,1,0,1,14.7,10.11,国四,长安汽车,紧凑型SUV
21,7.57,0,2670,1.5,154,1,0,1,1,1,1,0,1,22.8,8.3,国五,比亚迪,紧凑型车
43,10.27,0,2600,1.6,110,1,0,1,0,1,0,0,1,12.8,4.5,国四,上汽通用别克,紧凑型车
23,5.02,1,3050,1.5,107,0,0,0,0,0,0,0,0,5.9,2.88,国四,上汽通用五菱,微面
23,1.53,0,2700,1.5,169,1,1,0,1,1,1,0,1,31,18.8,国五,上汽集团,紧凑型SUV
27,5.32,0,2685,1.6,121,1,0,0,1,1,1,0,1,16.3,7,国四,上汽通用别克,紧凑型车
7,1.78,0,2700,1.5,169,0,0,0,0,0,0,0,0,16.2,11,国五,上汽集团,紧凑型SUV
0,4.35,0,2650,1.5,152,1,0,0,0,1,0,0,0,14.5,10,国五,广汽乘用车,紧凑型SUV
34,4.01,0,2475,2.7,265,0,0,1,0,1,0,0,0,78.8,42.5,国五,保时捷,跑车
27,5.15,0,2998,3,330,1,0,1,0,0,0,0,0,97.5,57.5,国五,玛莎拉蒂,中大型车
33,10.75,0,2910,2.2,178,1,0,1,1,1,1,0,1,24.3,5.7,国四,东风裕隆,中型SUV
6,3.81,0,2907,2,197,1,0,1,1,1,1,0,0,19.5,11,国五,广汽乘用车,中大型车
5,3.06,0,2578,2,256,1,1,1,1,1,1,0,0,42.4,23.8,国五,大众(进口),跑车
7,2.84,0,2810,2,252,1,0,1,1,1,1,0,0,63.5,38.8,国五,宝马(进口),中型车
13,2.89,0,2837,2,254,1,1,1,1,1,0,0,1,29.3,13.4,国五,上汽通用别克,中型车
9,3.36,0,2807,2,252,1,1,1,1,1,0,0,0,59.7,49.5,国五,保时捷,中型SUV
10,3.21,0,2760,1.8,141,1,0,1,1,1,1,0,1,18,13.3,国五,东风本田,紧凑型车
41,9.28,0,2910,2.2,178,1,0,1,1,1,1,0,0,24.3,6.8,国四,东风裕隆,中型SUV
54,6.83,0,2850,2.5,193,1,0,1,0,0,0,0,0,24.9,11.5,国四,一汽丰田,中型车
17,0.42,1,2550,1.5,112,0,0,0,1,1,0,0,1,5.4,4,国五,上汽通用五菱,小型车
21,4.65,1,2605,1.4,101,0,0,0,0,0,0,0,0,4,1.35,国四,长安汽车,微面
1,2.6,0,2874,2,241,1,1,1,1,1,1,0,0,68.2,47,国五,捷豹,中型SUV
17,2.47,1,2750,1.5,112,1,0,0,1,1,1,0,0,8.8,4.7,国四,上汽通用五菱,MPV
13,2.74,1,2410,1.4,101,0,0,0,1,1,1,0,0,5.3,2.8,国五,长安汽车,微型车
17,2.22,0,2908,2,252,1,1,1,0,1,0,0,0,39.8,30.11,国五,一汽-大众奥迪,中型车
46,4.35,0,2684,1.8,160,1,1,1,0,1,0,0,1,29.5,12.5,国四,上汽大众,紧凑型SUV
41,13.55,0,2690,2.5,171,1,1,1,0,1,1,1,1,28,8,国四,雷诺(进口),紧凑型SUV
2,4.76,0,2620,2,155,1,0,0,0,0,0,0,0,20.6,16,国五,东风本田,紧凑型SUV
15,1.74,0,2720,2,205,1,1,0,1,1,1,0,1,30.4,18.9,国五,比亚迪,中型SUV
4,2.92,0,2700,1.5,117,0,0,0,0,0,0,0,0,13.7,9.5,国五,长安马自达,紧凑型车
62,4.19,0,2760,1.6,156,1,0,1,0,0,0,0,1,33.4,13,国四,北京奔驰,中型车
2,8.33,0,2705,1.5,109,1,0,1,1,1,1,0,0,28.2,12,国五,上汽集团,紧凑型车
13,0.87,0,3075,3,333,1,1,1,1,1,1,0,0,145.8,99,国五,奔驰(进口),大型SUV
55,8.28,1,2678,1.4,131,1,0,1,0,1,0,0,0,17.9,6.35,国四,上汽大众,MPV
6,4.26,0,2700,2,220,1,1,1,1,1,1,0,1,20.3,13.8,国五,上汽集团,紧凑型SUV
31,6.36,0,2869,2,180,1,0,0,1,1,0,0,0,33.6,17,国四,一汽-大众奥迪,中型车
1,3.73,1,2652,1.6,117,0,0,0,0,0,0,0,1,9.1,5.5,国五,东风雪铁龙,紧凑型车
7,4.33,0,3171,3,330,1,0,1,1,1,1,0,0,154.3,78,国五,玛莎拉蒂,大型车
20,4.6,0,2715,1,125,1,0,0,1,1,1,0,0,21.9,14,国五,上汽集团,紧凑型车
7,2.45,1,2720,1.5,150,1,1,0,1,1,1,0,0,12.5,9,国五,长城汽车,紧凑型SUV
5,0.99,1,2678,1.4,131,1,0,1,0,1,0,0,1,17.1,12,国五,上汽大众,MPV
26,0.11,0,2670,1.5,154,1,0,0,1,1,1,0,0,20.2,14.5,国五,比亚迪,紧凑型车
23,11.37,0,2920,1.8,160,1,1,1,0,1,0,0,0,31.4,14.2,国四,大众(进口),MPV
68,7.19,1,2600,1.6,109,0,0,0,0,1,0,0,0,11.6,3.5,国四,东风日产,紧凑型车
21,5.16,1,2600,1.5,109,0,0,0,0,0,0,0,1,5,2.7,国四,比亚迪,紧凑型车
26,0.21,1,2700,1.5,169,0,0,0,0,0,0,0,0,13,11.2,国五,上汽集团,紧凑型SUV
42,4.09,0,2640,2,165,1,0,1,0,1,0,0,1,21.3,10,国四,北京现代,紧凑型SUV
12,1.73,0,2700,1.5,169,1,1,0,1,1,1,0,0,31,18,国五,上汽集团,紧凑型SUV
20,1.35,0,2914,3,333,1,1,1,1,1,1,0,1,65.1,46,国五,奥迪(进口),中大型车
7,2.9,1,2697,1.6,156,0,1,0,1,0,1,0,0,16.3,8.55,国五,观致汽车,紧凑型SUV
7,4.09,0,2458,1.4,125,1,1,0,0,1,0,0,0,23.7,14.7,国五,奥迪(进口),小型车
30,4.04,0,2760,1.8,141,0,0,0,0,1,0,0,0,16.3,8.6,国四,东风本田,紧凑型车
11,4.58,0,2780,2.4,208,1,0,1,1,1,1,0,0,29.1,18,国五,东风本田,中型车
54,6.59,1,2685,1.6,121,1,0,0,0,1,0,1,1,14.9,4,国四,上汽通用别克,紧凑型车
19,0.8,0,-1,2.5,-1,0,0,0,0,0,0,0,1,0,16.99,国五,-,-
51,12.1,0,2920,3.6,300,1,0,1,1,1,1,0,0,125.2,45,国四,保时捷,大型车
1,2.94,0,2699,2,381,1,1,1,1,1,1,0,0,54.1,36,国五,梅赛德斯-AMG,紧凑型车
22,14.84,0,2909,2,240,1,0,1,0,1,1,0,0,73.8,25,国四,捷豹,中大型车
14,0.85,0,2856,2,190,1,0,1,0,1,0,0,0,33.6,22,国五,沃尔沃亚太,中型车
45,9.72,0,2920,3,306,0,0,0,0,0,0,0,0,65.1,24,国四,华晨宝马,中型车
46,8.84,0,2737,2,147,1,0,1,0,1,0,0,0,22.1,7,国五,上汽通用别克,中型车
1,1.07,0,2647,2,190,0,1,1,1,1,0,0,1,30.5,17.8,国五,沃尔沃(进口),紧凑型车
26,5.73,0,2750,2,144,1,0,0,0,0,0,0,0,19.2,11,国四,马自达(进口),MPV
66,14.84,0,2755,3.5,272,1,1,1,1,1,1,0,1,79,20,国四,奔驰(进口),中型SUV
19,6.84,0,2400,-1,42,0,0,0,0,1,0,0,1,16.6,2.3,-1,江淮汽车,小型车
33,7.68,0,2815,2,147,1,0,1,1,1,0,0,1,20.6,8,国四,东风雪铁龙,中型车
3,7.4,0,2921,2,184,1,1,1,1,1,1,0,1,52.4,27,国五,宝马(进口),中型车
5,3.61,1,2680,1.5,150,1,0,0,1,1,1,0,1,13.4,6.8,国五,长城汽车,紧凑型SUV
28,14.42,1,2600,1.5,109,0,0,0,0,0,0,0,0,4.8,2,国四,比亚迪,紧凑型车
67,25.15,0,2837,2.4,170,1,1,1,1,1,1,0,0,29.6,7,国四,上汽通用别克,中型车
66,7.66,0,2684,2,200,1,1,1,1,1,1,0,1,33.6,10,国四,上汽大众,紧凑型SUV
17,1.85,0,2720,2,205,1,1,0,1,1,1,0,1,30.4,19,国五,比亚迪,中型SUV
27,6.27,0,2469,1.4,122,1,1,1,0,1,0,0,1,32.5,11.5,国四,奥迪(进口),小型车
2,3.5,0,2686,1.6,110,0,0,0,0,1,0,0,0,15.4,9.11,国五,上汽斯柯达,紧凑型车
16,5.69,0,2700,1.6,122,1,0,0,1,1,1,0,0,13.5,8.7,国五,广汽丰田,紧凑型车
11,4.53,1,2603,1.6,110,1,0,1,0,1,0,0,0,10.4,5.4,国五,上汽斯柯达,紧凑型车
9,3.4,0,2700,1.3,129,0,1,0,1,1,1,0,0,10.8,7.2,国五,吉利汽车,紧凑型SUV
22,8.46,0,3088,3,258,1,1,1,1,1,1,0,0,43.4,20,国四,上汽通用别克,MPV
25,0.17,0,2700,1.5,169,1,1,0,1,1,1,0,0,31,19,国五,上汽集团,紧凑型SUV
67,24.08,0,2775,2.4,167,0,0,0,0,0,0,1,0,21.7,8,国四,广汽丰田,中型车
18,1.84,0,2700,1.5,169,1,1,0,1,1,1,0,1,31,20,国五,上汽集团,紧凑型SUV
16,2.81,0,2670,1.8,184,1,1,0,1,1,1,0,0,16.2,10.8,国五,吉利汽车,紧凑型SUV
12,2.11,0,2684,2,200,1,1,1,1,1,1,0,1,34.3,22,国五,上汽大众,紧凑型SUV
6,3.01,0,2660,2,151,1,0,0,1,0,0,0,1,21.7,17,国五,一汽丰田,紧凑型SUV
18,1.52,0,2700,1.5,169,1,1,0,1,1,1,0,1,31,19,国五,上汽集团,紧凑型SUV
25,0.75,0,2670,1.5,154,1,0,0,1,1,1,0,1,20.2,13.05,国五,比亚迪,紧凑型车
2,4.36,0,2720,2,205,1,1,1,1,1,1,0,1,30.4,19,国五,比亚迪,中型SUV
56,13.62,1,2600,1.6,120,0,0,0,0,0,0,0,1,10.6,4,国四,一汽丰田,紧凑型车
67,14.53,0,2946,6,337,1,0,1,1,1,1,0,1,172.4,31,国四,凯迪拉克(进口),大型SUV
19,2.41,0,3061,2,254,1,1,1,1,1,1,0,1,59.9,38,国五,沃尔沃亚太,中大型车
23,4.67,0,2807,2,237,1,1,1,1,1,0,0,0,60.6,40,国四,保时捷,中型SUV
8,5.24,0,3000,1.8,177,1,1,0,1,1,1,0,0,14.7,7.6,国五,众泰汽车,中大型车
6,6.12,0,2857,2,250,1,1,1,1,1,1,0,1,42.3,26,国五,上汽通用凯迪拉克,中型SUV
24,0.2,0,2614,1.5,110,0,0,0,0,1,0,0,0,13,9.2,国五,一汽-大众,紧凑型车
23,3.53,0,3165,3,272,1,1,1,1,1,1,0,0,101.8,65,国五,奔驰(进口),大型车
34,5.55,0,2765,6.2,457,1,0,1,0,1,1,0,0,108.3,43,国四,梅赛德斯-AMG,中型车
15,4.98,0,2686,1.2,116,1,1,0,1,1,1,0,0,16.3,8.9,国五,上汽斯柯达,紧凑型车
4,3.7,0,2650,-1,95,1,0,0,1,1,1,0,1,26,8,-1,吉利汽车,紧凑型车
42,7.3,1,2700,2,122,0,0,1,0,1,0,0,1,10.8,3.2,国四,长城汽车,紧凑型SUV
21,1.35,1,3750,2.5,110,0,0,0,0,0,0,0,0,15.3,12.5,国五,福田汽车,轻客
21,3.73,1,3310,2.5,122,0,0,0,0,0,0,0,0,17.6,13.5,国五,南京依维柯,轻客
37,6.64,0,2776,2,214,1,0,1,0,1,0,0,0,35,14,国四,沃尔沃(进口),中型车
42,7.38,0,2800,2,156,1,0,1,0,1,0,0,1,22,10.32,国四,广汽本田,中型车
5,7.15,0,2850,2,203,1,0,0,1,1,1,0,0,24.2,15,国四,长安福特,中型车
16,1.03,0,2850,1.5,181,1,0,0,0,1,0,0,1,20.9,15,国五,长安福特,中型车
19,6.68,0,2640,2,160,1,0,0,0,1,0,0,0,21.4,9,国五,北京现代,紧凑型SUV
18,8.3,0,3014,2,211,1,1,1,1,1,1,0,0,57.7,32,国四,北京奔驰,中大型车
10,0.69,0,2760,2,224,1,1,1,1,1,1,0,0,21.9,15,国五,宝沃汽车,中型SUV
12,2.91,0,2700,1.5,169,1,1,0,1,1,1,0,0,17.2,11.8,国五,上汽集团,紧凑型SUV
19,8.56,0,2630,2,144,0,1,0,1,0,0,0,1,20,9.8,国五,东风日产,紧凑型SUV
32,3.88,0,2475,2.7,265,0,0,1,0,1,0,0,0,78.8,45,国四,保时捷,跑车
9,1.55,1,2720,1.8,133,1,0,0,1,1,0,0,1,6.8,4.05,国五,力帆汽车,紧凑型SUV
24,8.61,0,2737,1.6,184,1,0,0,0,1,0,0,1,19.7,9.5,国四,上汽通用雪佛兰,中型车
56,9.74,0,2760,3,258,1,1,1,1,1,1,0,0,61.3,18.7,国四,宝马(进口),紧凑型SUV
41,8.5,0,2837,2.4,186,1,1,1,0,1,0,0,1,25.6,8.9,国四,上汽通用别克,中型车
5,6.34,1,2720,1.2,88,0,0,0,0,0,0,0,1,4.6,2.8,国五,上汽通用五菱,微面
11,4.53,0,3108,2,184,1,0,1,0,1,0,0,1,47.3,31,国五,华晨宝马,中大型车
6,7.24,0,2895,3,333,1,1,1,1,1,1,0,0,106.8,82,国五,保时捷,中大型SUV
39,7.73,0,2775,2,141,1,0,0,1,0,0,0,1,20.2,13,国四,东风日产,中型车
28,10.05,0,3020,3.6,292,1,1,1,0,1,0,0,1,54.2,20.5,国四,别克(进口),中大型SUV
16,1.77,0,2850,1.5,181,1,0,0,1,1,1,0,0,20.9,16,国五,长安福特,中型车
2,1.96,1,2680,1.5,150,1,0,0,1,1,1,0,1,11.1,8,国五,长城汽车,紧凑型SUV
18,2.99,0,2650,1.5,152,1,0,0,0,1,0,0,1,14.5,10,国五,广汽乘用车,紧凑型SUV
21,6.29,1,2640,1.8,124,0,0,0,1,0,1,1,1,10.8,4.1,国四,长安福特,紧凑型车
1,8.03,0,2760,2,156,1,1,0,1,1,1,0,0,34.6,20,国五,华晨宝马,紧凑型SUV
9,2.48,1,3430,2,106,0,0,0,0,0,0,0,1,9.3,6.6,国五,华晨金杯,轻客
50,2.61,1,2360,1,53,0,0,0,0,0,0,0,0,3.1,1.17,国四,东风小康,微面
47,5.38,0,2578,1.6,105,1,0,0,0,1,0,0,0,14.4,8.1,国四,一汽-大众,紧凑型车
21,2.45,1,2550,1.2,82,0,0,0,0,0,0,0,1,4,2.97,国五,上汽通用五菱,小型车
1,2.52,0,3065,4,507,1,0,1,1,1,1,0,0,364.5,219,国五,宾利,大型车
14,0.71,0,3079,2,245,1,0,0,1,1,1,0,1,51.5,42.5,国五,北京奔驰,中大型车
12,2.37,0,2760,2,211,0,0,1,0,1,1,0,1,77.4,45,国五,奔驰(进口),中大型车
2,0.95,0,2960,-1,-1,0,0,0,1,1,1,0,0,83.8,56.3,-1,特斯拉,中大型车
27,1.71,0,2600,1.8,99,1,0,0,1,1,0,0,0,36.8,18,国四,雷克萨斯,紧凑型车
5,6.65,0,2655,1.6,117,0,0,0,0,1,0,0,0,13.9,6.2,国五,东风雪铁龙,小型SUV
1,2.47,0,2900,2.4,186,1,0,1,1,1,0,0,0,27.1,22,国五,广汽本田,MPV
28,6.37,0,2650,1.6,123,0,0,0,0,0,0,0,1,11.8,4.8,国四,东风悦达起亚,紧凑型车
36,8.01,0,3108,2,218,1,0,1,0,1,0,0,1,49.9,22.5,国四,华晨宝马,中大型车
4,3.65,1,2470,1.4,90,0,0,0,0,0,0,0,1,7.6,4.3,国五,上汽斯柯达,小型车
2,1.82,0,2650,1.5,109,1,0,0,0,1,0,0,1,9.5,5.6,国五,上汽集团,紧凑型车
8,3.31,0,3012,2,180,1,0,0,1,1,1,0,0,43.2,28,国五,一汽-大众奥迪,中大型车
16,8,0,2895,4.8,400,1,0,1,0,1,1,0,0,167.4,63,国四,保时捷,中大型SUV
6,7.55,0,3165,3,272,1,1,1,1,1,1,0,0,101.8,67,国五,奔驰(进口),大型车
5,4.84,0,2815,1.6,167,1,0,1,0,1,0,0,1,23.8,15,国五,东风标致,中型车
4,2.99,0,2700,1.5,118,1,0,1,0,1,0,0,0,16.8,8.7,国五,上汽通用别克,紧凑型车
18,2.6,0,2675,2,147,1,0,0,1,0,1,0,1,15.8,7.5,国五,一汽奔腾,紧凑型SUV
2,1.57,0,2791,1.4,150,1,1,1,1,1,0,0,0,21.7,19,国五,上汽大众,MPV
50,4.81,0,2600,1.6,120,0,0,0,0,0,0,0,1,11.5,6.5,国四,一汽丰田,紧凑型车
21,7.07,1,2685,1.5,113,0,0,0,1,0,1,0,1,9.8,4.5,国五,上汽通用雪佛兰,紧凑型车
30,10.01,0,2760,1.8,156,0,0,0,0,0,0,0,0,34.2,19,国四,北京奔驰,中型车
14,5.72,0,2712,2.3,171,1,0,1,1,1,1,0,0,16.2,7.75,国五,东风乘用车,紧凑型SUV
3,2.05,0,2810,1.8,177,1,0,0,1,1,1,0,1,14.2,9,国五,长安汽车,中型车
56,10.22,0,2710,1.6,106,0,0,0,0,1,0,0,0,14.5,3.9,国四,东风标致,紧凑型车
5,1.59,0,2651,1.6,110,1,0,1,0,1,0,0,0,16.4,10.98,国五,一汽-大众,紧凑型车
42,11.6,0,2755,3,245,0,0,1,0,1,0,1,1,44.3,21,国四,北京奔驰,中型SUV
39,5.32,1,2465,1.4,103,1,0,0,0,1,0,0,1,8,2.48,国四,上汽通用雪佛兰,小型车
15,7.92,0,2890,2.4,170,1,0,1,1,1,1,0,0,31.7,14.98,国五,道奇(进口),中型SUV
63,7.32,0,2640,1.8,124,1,0,1,0,1,0,0,0,13.9,4.2,国四,长安福特,紧凑型车
66,11.57,1,2510,1.6,150,0,0,0,0,1,0,0,1,10.2,2.7,国四,奇瑞汽车,小型SUV
1,7.35,0,2720,2,205,1,1,1,1,1,1,0,1,30.4,16,国五,比亚迪,中型SUV
26,0.99,0,2700,1.5,169,1,1,0,1,1,1,0,0,28.9,18.2,国五,上汽集团,紧凑型SUV
7,3.39,0,2856,2,238,1,0,1,0,1,1,0,0,54.9,25.8,国五,沃尔沃亚太,中型车
7,3.27,0,-1,2.2,-1,1,0,0,1,1,1,0,0,0,9.8,国五,-,-
19,2.11,0,2610,1.6,110,1,0,1,0,1,0,0,1,15.3,9,国五,上汽大众,紧凑型车
13,9.08,1,2800,1.6,113,0,1,0,1,0,1,0,1,8.6,4.5,国五,东风风行,MPV
23,1.53,0,2660,1.5,154,1,1,0,1,1,1,0,1,25.2,18,国五,比亚迪,紧凑型SUV
19,3.59,1,2755,1.5,109,1,1,0,0,0,0,0,0,6.2,4.28,国五,开瑞汽车,MPV
45,10.39,0,2710,2,147,0,0,0,0,1,0,0,1,15.4,4.5,国四,东风标致,紧凑型车
22,0.81,0,2829,2,261,1,0,1,1,1,1,0,1,29.3,20.5,国五,上汽通用别克,中型车
36,8.34,0,2708,1.4,120,0,0,0,0,0,0,0,0,13.3,4.5,国四,广汽菲克菲亚特,紧凑型车
16,0.53,0,2840,2,184,1,1,0,0,1,1,0,0,0,40,国五,奔驰(进口),中型车
124,19.52,0,2738,2.4,170,1,0,1,0,0,0,0,1,26,3.3,国三,广汽本田,中型车
15,1.5,0,2690,2,203,1,1,1,1,1,1,0,1,38.4,26.5,国五,林肯,中型SUV
30,4.32,0,-1,1.8,-1,0,0,0,0,0,0,0,0,0,5.6,国四,-,-
23,9.7,1,2720,1.5,154,1,0,0,1,1,1,0,0,10.6,4,国五,比亚迪,中型SUV
22,10.41,0,3157,3,340,1,1,1,1,1,1,0,1,140.9,43,国五,捷豹,大型车
9,3.99,0,2803,1.8,160,1,0,1,1,1,1,0,1,26,14.5,国五,上汽大众,中型车
46,5.6,0,2635,2.4,170,1,0,0,0,0,0,0,1,26.4,8.5,国四,Jeep(进口),紧凑型SUV
30,2.45,1,2700,1.6,126,0,0,0,0,1,0,0,0,9,3.6,国四,奇瑞汽车,紧凑型车
20,5.59,0,2400,-1,42,0,0,0,0,0,0,0,1,18.4,2.5,-1,江淮汽车,小型车
17,1.54,0,2700,-1,85,1,1,0,1,1,1,0,1,32.2,18,-1,上汽集团,紧凑型SUV
6,2.39,0,2905,1.5,170,1,1,1,1,1,1,0,0,28.2,17.5,国五,上汽通用别克,中型车
40,4.03,1,2610,1.6,105,0,0,0,0,1,0,0,1,11.7,5,国四,一汽-大众,紧凑型车
2,1.02,0,2850,2,245,1,1,1,1,1,1,0,0,36.9,23,国五,长安福特,中型SUV
18,5.01,0,2720,2,180,1,0,0,1,1,1,0,1,19.2,10,国五,东风裕隆,紧凑型SUV
15,6.36,0,2923,3,340,1,1,1,1,1,1,0,0,113.8,65,国五,路虎(进口),中大型SUV
3,6.44,0,2860,2,279,1,0,1,0,1,0,0,1,34.6,18.5,国五,上汽通用凯迪拉克,中型车
48,13.05,1,2525,1.4,103,0,0,0,0,0,0,0,0,9.5,2.5,国四,上汽通用雪佛兰,小型车
3,3.04,0,2635,2,156,1,0,0,0,0,0,0,1,24.1,14.6,国五,Jeep(进口),紧凑型SUV
14,3.27,1,2686,1.6,110,1,1,1,0,1,0,0,1,15.2,6.7,国五,上汽斯柯达,紧凑型车
6,4.87,0,2885,3,340,1,1,1,1,1,1,0,0,111.6,71,国五,路虎(进口),中大型SUV
52,8.39,0,2850,2.5,193,1,0,1,0,0,0,1,1,24.9,12.2,国四,一汽丰田,中型车
14,1.45,0,2700,1.6,126,1,0,0,0,0,0,0,0,13.4,9.3,国五,东风日产,紧凑型车
10,8.31,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,9.6,国五,比亚迪,紧凑型车
5,6.5,0,2700,1.5,117,1,0,0,1,1,1,0,0,15.1,10,国五,长安马自达,紧凑型车
12,1.13,0,2720,2,205,1,1,0,1,1,1,0,0,32.6,23,国五,比亚迪,中型SUV
3,1.94,0,2651,1.4,131,1,0,1,0,1,0,0,1,18.5,12.88,国五,一汽-大众,紧凑型车
21,7.53,0,2807,3,271,1,1,1,0,0,0,0,1,46.7,21,国五,凯迪拉克(进口),中型SUV
27,1.98,0,2685,1.6,121,1,0,0,0,1,0,0,0,14.6,8,国四,上汽通用雪佛兰,紧凑型车
30,6.18,0,2837,2.4,186,1,1,1,0,1,0,0,0,25.6,9.5,国五,上汽通用别克,中型车
18,10.41,0,2775,2,147,1,0,1,0,0,0,0,1,21,12.3,国五,广汽丰田,中型车
15,4.83,0,2715,1,125,1,0,0,1,1,1,0,0,23.4,15.5,国五,上汽集团,紧凑型车
14,1.02,0,2500,-1,45,1,0,0,0,1,1,0,1,25.1,3.4,-1,北汽新能源,小型车
53,9.65,0,2850,2.5,193,1,0,1,0,0,0,0,1,24.9,12.9,国四,一汽丰田,中型车
26,0.08,0,2670,1.5,154,1,0,0,1,1,1,0,1,20.2,15,国五,比亚迪,紧凑型车
26,0.15,0,2670,1.5,150,1,1,0,1,1,1,0,1,12.9,10.8,国五,北京汽车,紧凑型SUV
38,6.79,0,2803,1.8,160,1,0,1,1,1,0,0,1,26,14.25,国四,上汽大众,中型车
13,1.21,0,2700,1.5,156,1,1,0,1,1,1,0,1,14.1,11.5,国五,东南汽车,紧凑型SUV
12,4.45,0,2933,3,306,1,1,1,1,1,1,0,0,104,61,国五,宝马(进口),中大型SUV
25,0.1,1,2750,1.5,112,0,0,0,1,1,0,0,1,6.2,5,国五,上汽通用五菱,紧凑型车
2,3.12,0,3000,3.5,275,1,1,0,1,1,1,0,0,0,92,国五,丰田(进口),MPV
29,9.47,0,3122,3,290,1,1,1,0,1,1,0,0,101.1,38,国四,奥迪(进口),大型车
5,7.51,0,2890,2.4,170,1,0,1,1,1,1,1,0,31.7,14,国五,道奇(进口),中型SUV
21,0.38,0,2965,-1,386,0,0,1,1,1,1,0,0,104.7,79.8,-1,特斯拉,中大型SUV
46,9.62,0,2885,3.5,332,1,0,1,1,1,1,0,0,89.2,29,国四,英菲尼迪(进口),中大型SUV
20,4.78,1,2600,1.5,109,0,0,0,0,0,0,0,1,4.8,1.68,国四,比亚迪,紧凑型车
19,1.85,0,2825,2,169,1,0,0,1,1,0,0,0,0,20,国五,广汽丰田,中型车
16,2.79,0,2700,1.6,130,1,0,0,1,1,0,0,1,14.5,9,国五,北京现代,紧凑型车
14,4.62,0,3088,2.5,200,0,0,0,0,1,0,0,0,25,20.99,国五,上汽通用别克,MPV
21,4.61,0,2737,1.6,184,1,0,1,0,1,0,0,0,21.7,9.5,国五,上汽通用别克,中型车
22,4.43,1,2500,1.5,120,0,0,0,0,0,0,0,1,6.3,2.55,国四,东南汽车,紧凑型车
11,3.07,0,2700,2,245,1,1,0,1,1,1,0,1,26,18,国五,北京现代,中型SUV
5,4.65,1,2510,1.6,126,1,0,0,1,1,0,0,0,8.2,5,国五,奇瑞汽车,小型SUV
21,10.54,1,2835,2.8,108,0,0,0,0,0,0,1,1,13,8,国四,江铃福特,轻客
23,0.77,0,2555,0,-1,0,0,0,1,1,0,0,0,17.8,8.5,国五,奇瑞新能源,小型SUV
64,9.18,0,-1,1,-1,0,0,0,0,0,0,0,0,0,5,国四,-,-
26,0.53,0,2715,1,125,1,0,0,1,1,1,0,0,21.9,13.3,国五,上汽集团,紧凑型车
16,1.05,1,2720,1.5,112,0,0,0,0,0,0,0,1,4.4,3.5,国五,上汽通用五菱,微面
